_id,AIR_CONDITIONING_TYPE,AMENITIES_AVAILABLE,ANNUAL_FIRE_ALARM_TEST_RECORDS,ANNUAL_FIRE_PUMP_FLOW_TEST_RECORDS,APPROVED_FIRE_SAFETY_PLAN,BALCONIES,BARRIER_FREE_ACCESSIBILTY_ENTR,BIKE_PARKING,CONFIRMED_STOREYS,CONFIRMED_UNITS,DATE_OF_LAST_INSPECTION_BY_TSSA,DESCRIPTION_OF_CHILD_PLAY_AREA,DESCRIPTION_OF_INDOOR_EXERCISE_ROOM,DESCRIPTION_OF_OUTDOOR_REC_FACILITIES,ELEVATOR_PARTS_REPLACED,ELEVATOR_STATUS,EMERG_POWER_SUPPLY_TEST_RECORDS,EXTERIOR_FIRE_ESCAPE,FACILITIES_AVAILABLE,FIRE_ALARM,GARBAGE_CHUTES,GREEN_BIN_LOCATION,HEATING_EQUIPMENT_STATUS,HEATING_EQUIPMENT_YEAR_INSTALLED,HEATING_TYPE,INDOOR_GARBAGE_STORAGE_AREA,INTERCOM,IS_THERE_A_COOLING_ROOM,IS_THERE_EMERGENCY_POWER,LAUNDRY_ROOM,LAUNDRY_ROOM_HOURS_OF_OPERATION,LAUNDRY_ROOM_LOCATION,LOCKER_OR_STORAGE_ROOM,NO_BARRIER_FREE_ACCESSBLE_UNITS,NO_OF_ACCESSIBLE_PARKING_SPACES,NO_OF_ELEVATORS,NO_OF_LAUNDRY_ROOM_MACHINES,NON_SMOKING_BUILDING,OUTDOOR_GARBAGE_STORAGE_AREA,PARKING_TYPE,PCODE,PET_RESTRICTIONS,PETS_ALLOWED,PROP_MANAGEMENT_COMPANY_NAME,PROPERTY_TYPE,RECYCLING_BINS_LOCATION,RSN,SEPARATE_GAS_METERS_EACH_UNIT,SEPARATE_HYDRO_METER_EACH_UNIT,SEPARATE_WATER_METERS_EA_UNIT,SITE_ADDRESS,SPRINKLER_SYSTEM,SPRINKLER_SYSTEM_TEST_RECORD,SPRINKLER_SYSTEM_YEAR_INSTALLED,TSSA_TEST_RECORDS,VISITOR_PARKING,WARD,WINDOW_TYPE,YEAR_BUILT,YEAR_OF_REPLACEMENT,YEAR_REGISTERED,NO_OF_STOREYS,IS_THERE_EMERGENCY_POWER?,NON-SMOKING_BUILDING,NO_OF_UNITS,NO_OF_ACCESSIBLEPARKING_SPACES,FACILITIES_AVAILABLE?,IS_THERE_A_COOLING_ROOM?,NO_BARRIERFREE_ACCESSBLE_UNITS
65200,NONE,,YES,YES,YES,YES,NO,Not Available,7.0,45.0,"NOV 29, 2016",,,,,ORIGINAL,,NO,Recycling bins,YES,NO,,REPLACED,1996.0,HOT WATER,NO,YES,NO,NO,YES,24,BASEMENT,NO,0.0,0.0,1.0,6.0,NO,YES,"Carport , Surface Parking",M9B,NO BIG DOGS,YES,SIX POINTS SUITES INC,PRIVATE,BACK OF BUILDING,4155371.0,NO,NO,NO,5294  DUNDAS ST W,YES,YES,1960.0,YES,UNAVAILABLE,3,SINGLE PANE,1960.0,,2017.0,,,,,,,,
65201,NONE,,YES,YES,YES,YES,YES,Not Available,10.0,113.0,"AUG 16, 2017",,,,,ORIGINAL,,NO,Unknown,YES,YES,,ORIGINAL,1959.0,ELECTRIC,YES,YES,NO,NO,YES,8-9,BASEMENT,YES,3.0,4.0,2.0,10.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9C,,YES,,PRIVATE,,4155374.0,NO,NO,NO,240  MARKLAND DR ,NO,,,YES,FREE,2,DOUBLE PANE,1959.0,,2017.0,,,,,,,,
65202,CENTRAL AIR,,YES,YES,YES,YES,YES,0 indoor parking spots and 24 outdoor parking spots,14.0,152.0,"APR 27, 2016",,,,CAR INTERIOR & DOOR CLOSERS,REPLACED,YES,NO,Recycling bins,YES,YES,,REPLACED,1997.0,HOT WATER,YES,YES,NO,YES,YES,24/7,GROUND FLOOW,YES,2.0,2.0,2.0,16.0,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M9C,,YES,,PRIVATE,BACK OF BUILDING,4155388.0,NO,NO,NO,19  EVA RD ,YES,YES,1974.0,YES,FREE,2,DOUBLE PANE,1974.0,2012.0,2017.0,,,,,,,,
65203,NONE,"Indoor pool , Indoor recreation room , Indoor exercise room",YES,YES,YES,YES,NO,0 indoor parking spots and 12 outdoor parking spots,7.0,108.0,"JUN 5, 2015",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE,ORIGINAL,1968.0,HOT WATER,NO,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0.0,0.0,2.0,10.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9B,,YES,PRINCESS MANAGEMENT,PRIVATE,OUTSIDE,4156102.0,NO,YES,NO,35  WARRENDER AVE ,YES,YES,1968.0,YES,FREE,2,SINGLE PANE,1968.0,2009.0,2017.0,,,,,,,,
65204,NONE,,YES,YES,YES,YES,YES,0 indoor parking spots and 0 outdoor parking spots,6.0,52.0,"FEB 15, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,END OF PARKING LOT (EAST),ORIGINAL,1962.0,HOT WATER,NO,YES,NO,YES,YES,8AM-10PM,LOWER LEVEL,NO,51.0,38.0,1.0,6.0,NO,NO,Surface Parking,M6S,,YES,GREENWIN CORP.,PRIVATE,END OF THE PARKING LOT (EAST),4156104.0,NO,YES,NO,75  WINDERMERE AVE ,YES,YES,1962.0,YES,UNAVAILABLE,4,DOUBLE PANE,1962.0,,2017.0,,,,,,,,
65205,INDIVIDUAL UNITS,"Indoor pool , Indoor recreation room",YES,YES,YES,YES,NO,20 indoor parking spots and 25 outdoor parking spots,23.0,225.0,"AUG 17, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE DRIVEWAY,ORIGINAL,1975.0,FORCED AIR GAS,NO,YES,NO,YES,YES,8:30AM - 10:30PM,P1,YES,0.0,0.0,3.0,20.0,NO,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg",M5A,,YES,METCAP LIVING MANAGEMENT INC.,PRIVATE,OUTDOOR,4156107.0,NO,NO,NO,201  SHERBOURNE ST ,YES,YES,1975.0,NO,UNAVAILABLE,13,DOUBLE PANE,1975.0,,2017.0,,,,,,,,
65206,NONE,Outdoor pool,YES,NO,YES,YES,NO,24 indoor parking spots and 0 outdoor parking spots,4.0,66.0,"SEP 15, 2016",,,,COMPLETE MODERNISATION ,REPLACED,,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,REPLACED,2015.0,HOT WATER,NO,YES,NO,NO,YES,24 HRS,BASEMENT ,YES,0.0,0.0,1.0,8.0,YES,YES,Surface Parking,M2K,,YES,CAPREIT,PRIVATE,BACK OF THE BUILDING,4156122.0,NO,YES,NO,75  TALARA DR ,YES,YES,1970.0,YES,FREE,17,DOUBLE PANE,1970.0,2012.0,2017.0,,,,,,,,
65207,NONE,Child play area,YES,YES,YES,YES,NO,0 indoor parking spots and 12 outdoor parking spots,15.0,207.0,"AUG 15, 2017",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2008.0,HOT WATER,NO,YES,NO,YES,YES,7:30AM TO 11:00PM,BASEMENT,YES,0.0,2.0,3.0,18.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M1J,,YES,CAPREIT,PRIVATE,BACK OF BUILDING,4152763.0,NO,YES,NO,370  MCCOWAN RD ,YES,YES,1965.0,YES,PAID,21,DOUBLE PANE,1965.0,2002.0,2017.0,,,,,,,,
65208,NONE,,YES,YES,YES,NO,NO,Not Available,4.0,22.0,,,,,,,,YES,Green Bin / Organics,YES,NO,OUTSIDE,REPLACED,2000.0,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0.0,0.0,0.0,8.0,NO,YES,Surface Parking,M6J,,YES,COGIR MANAGEMENT CORPORATION,PRIVATE,OUTSIDE,4153155.0,NO,YES,NO,14  RUSHOLME DR ,YES,YES,1955.0,,UNAVAILABLE,9,SINGLE PANE,1955.0,,2017.0,,,,,,,,
65209,NONE,,NO,NO,YES,YES,YES,Not Available,15.0,113.0,"SEP 17, 2016",,,,COMPLETE RETROFIT,REPLACED,,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,ORIGINAL,1971.0,ELECTRIC,NO,YES,NO,NO,YES,OPEN 24 HOURS,MAIN FLOOR,YES,0.0,0.0,2.0,12.0,NO,YES,"Underground Garage , Garage accessible thru buildg",M6H,,NO,,PRIVATE,BACK OF BUILDING,4153160.0,NO,YES,NO,919  DUFFERIN ST ,YES,NO,1974.0,NO,FREE,9,DOUBLE PANE,1971.0,2001.0,2017.0,,,,,,,,
65210,NONE,,YES,YES,YES,YES,YES,8 indoor parking spots and 0 outdoor parking spots,7.0,38.0,"MAR 18, 2017",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,NO,UNDERGROUND GARAGE,REPLACED,2009.0,HOT WATER,YES,YES,NO,YES,YES,8AM-10PM,LOWER LEVEL,NO,38.0,11.0,1.0,4.0,NO,NO,Underground Garage,M4E,,YES,GREENWIN CORP.,PRIVATE,UNDERGROUND GARAGE,4153721.0,NO,YES,NO,700  KINGSTON RD ,YES,YES,1971.0,YES,UNAVAILABLE,19,SINGLE PANE,1971.0,,2017.0,,,,,,,,
65211,NONE,,YES,YES,YES,NO,YES,Not Available,4.0,16.0,,,,,,,YES,NO,Green Bin / Organics,YES,NO,BACK OF THE BUILDING,ORIGINAL,1991.0,HOT WATER,NO,YES,NO,YES,YES,7:00 AM- 10:00 PM ,MAIN FLOOR,NO,1.0,2.0,0.0,4.0,YES,YES,Surface Parking,M4E,,NO,TCH,TCHC,BACK OF BUILDING,4153724.0,NO,NO,NO,2390  GERRARD ST E,YES,YES,1991.0,,PAID,19,DOUBLE PANE,1991.0,,2017.0,,,,,,,,
65212,CENTRAL AIR,"Outdoor pool , Indoor recreation room , Outdoor rec facilities , Indoor exercise room , Sauna",YES,YES,YES,YES,YES,67 indoor parking spots and 8 outdoor parking spots,24.0,411.0,"JUL 26, 2017",,,"TENNIS COURT, BBQ AREA",,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,OUTSIDE BUILDING,ORIGINAL,1967.0,HOT WATER,YES,YES,YES,YES,YES,8:00AM - 10:00PM,BASEMENT,YES,0.0,2.0,4.0,38.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M4T,,YES,QUADREAL PROPERTY GROUP,PRIVATE,OUTSIDE BUILDING,4153744.0,NO,YES,NO,44  JACKES AVE ,YES,YES,1967.0,YES,FREE,12,DOUBLE PANE,1967.0,,2017.0,,,,,,,,
65213,NONE,,YES,NO,YES,NO,YES,Not Available,4.0,16.0,,,,,,,,YES,Green Bin / Organics,YES,NO,EXTERIOR (SOUTH),REPLACED,1996.0,HOT WATER,NO,YES,NO,NO,YES,8 AM - 10 PM,BASEMENT,NO,0.0,0.0,0.0,4.0,NO,YES,,M6G,NO DOGS,NO,,PRIVATE,EXTERIOR,4153169.0,YES,YES,NO,723  BLOOR ST W,NO,,,,UNAVAILABLE,11,DOUBLE PANE,1920.0,,2017.0,,,,,,,,
65214,INDIVIDUAL UNITS,,YES,YES,YES,NO,NO,Not Available,3.0,12.0,,,,,,,YES,YES,Green Bin / Organics,YES,NO,SOUTH OF THE APARTMENT,REPLACED,2012.0,HOT WATER,NO,YES,NO,YES,YES,8AM - 10 PM,LOWER BASEMENT,NO,0.0,0.0,0.0,1.0,YES,YES,,M6G,,NO,,PRIVATE,SOUTH OF THE APARTMENT,4153170.0,NO,NO,NO,711  BLOOR ST W,YES,YES,2009.0,,UNAVAILABLE,11,SINGLE PANE,1920.0,,2017.0,,,,,,,,
65215,NONE,,YES,YES,YES,YES,YES,0 indoor parking spots and 10 outdoor parking spots,8.0,71.0,,,,,,REPLACED,YES,NO,Recycling bins,YES,NO,,REPLACED,2011.0,HOT WATER,NO,YES,NO,YES,YES,24/7,GROUND LEVEL,YES,71.0,2.0,2.0,8.0,YES,YES,Underground Garage,M5R,,YES,,PRIVATE,OUTDOOR,4153181.0,NO,YES,NO,22  WALMER RD ,YES,YES,1960.0,YES,BOTH,11,DOUBLE PANE,1960.0,2001.0,2018.0,,,,,,,,
65216,NONE,,YES,NO,YES,YES,NO,20 indoor parking spots and 0 outdoor parking spots,9.0,63.0,"JUL 30, 2017",,,,NEW SYSTEM INSTALLED,REPLACED,,NO,Green Bin / Organics,YES,NO,PARKING LOT,REPLACED,2005.0,HOT WATER,NO,YES,NO,NO,YES,9AM-9PM,MAIN FLOOR,YES,0.0,0.0,1.0,6.0,YES,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M5R,,YES,,PRIVATE,PARKING LOT,4153185.0,NO,YES,NO,375  BRUNSWICK AVE ,YES,YES,1960.0,YES,FREE,11,DOUBLE PANE,1960.0,2016.0,2017.0,,,,,,,,
65217,NONE,,YES,YES,YES,NO,NO,14 indoor parking spots and 0 outdoor parking spots,4.0,35.0,"APR 29, 2016",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,NO,SIDE OF BUILDING,REPLACED,2000.0,HOT WATER,NO,YES,NO,YES,YES,24H,BASEMENT,YES,0.0,0.0,1.0,4.0,NO,YES,Underground Garage,M5R,AS LISTED ON LEASE,YES,,PRIVATE,SIDE OF BUILDING,4153186.0,NO,YES,NO,50  WALMER RD ,YES,YES,1958.0,YES,UNAVAILABLE,11,SINGLE PANE,1958.0,,2017.0,,,,,,,,
65218,NONE,"Indoor pool , Indoor recreation room , Indoor exercise room , Sauna",YES,YES,YES,YES,NO,45 indoor parking spots and 0 outdoor parking spots,26.0,307.0,"JUL 11, 2017",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,IN BACK OF BUILDING,ORIGINAL,1970.0,ELECTRIC,YES,YES,YES,YES,YES,8AM-10PM EVERYDAY,B1 LEVEL ,YES,0.0,39.0,3.0,23.0,NO,YES,"Underground Garage , Garage accessible thru buildg",M4T,,YES,NORTH EDGE PROPERTIES LTD.,PRIVATE,,4153750.0,NO,YES,NO,80  ST CLAIR AVE E,NO,,,YES,FREE,12,DOUBLE PANE,1970.0,2015.0,2017.0,,,,,,,,
65219,NONE,,YES,YES,YES,YES,NO,Not Available,4.0,29.0,,,,,,,YES,NO,Green Bin / Organics,YES,NO,REAR OF THE BUILDING,REPLACED,2000.0,HOT WATER,YES,YES,NO,YES,YES,24 HOURS,BASEMENT,YES,0.0,5.0,0.0,5.0,NO,YES,Underground Garage,M4S,NO VICIOUS DOGS  ,YES,AMELIN PROPERTY MANAGEMENT,PRIVATE,REAR OF THE BUILDING,4153757.0,NO,YES,YES,657  BALLIOL ST ,YES,YES,1957.0,,FREE,15,DOUBLE PANE,1957.0,,2017.0,,,,,,,,
65220,NONE,,YES,YES,YES,YES,NO,Not Available,21.0,266.0,"JAN 15, 2017",,,,COMPLETE MODERNISATION ,REPLACED,YES,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,ORIGINAL,1973.0,ELECTRIC,NO,YES,NO,YES,YES,24 HRS,BASEMENT - B1,YES,0.0,0.0,3.0,24.0,NO,YES,"Underground Garage , Garage accessible thru buildg",M4S,,YES,RPMS,PRIVATE,BACK OF THE BUILDING,4153767.0,NO,YES,NO,33  DAVISVILLE AVE ,YES,YES,1973.0,YES,UNAVAILABLE,12,DOUBLE PANE,1973.0,2014.0,2017.0,,,,,,,,
65221,NONE,,YES,YES,YES,YES,NO,36 indoor parking spots and 0 outdoor parking spots,10.0,63.0,"JAN 13, 2017",,,,,REPLACED,YES,NO,Green Bin / Organics,YES,NO,,REPLACED,2010.0,HOT WATER,NO,YES,NO,YES,YES,7AM-10PM,GROUND FLOOR,YES,0.0,0.0,2.0,6.0,NO,YES,"Underground Garage , Surface Parking",M5R,AS PER LEASEING AGREEMENT,YES,,PRIVATE,,4153232.0,NO,YES,NO,267  ST GEORGE ST ,NO,,,YES,FREE,11,DOUBLE PANE,1958.0,2012.0,2017.0,,,,,,,,
65222,NONE,"Outdoor pool , Outdoor rec facilities",YES,NO,YES,YES,NO,40 indoor parking spots and 10 outdoor parking spots,9.0,88.0,"APR 4, 2016",,,SWIMMING POOL,ALL NEW,REPLACED,,NO,Green Bin / Organics,YES,YES,"OUTSIDE, BACK OF BUILDING",ORIGINAL,1965.0,HOT WATER,NO,YES,NO,NO,YES,7:00 A.M. TO 10:00 P.M.,FIRST FLOOR,YES,0.0,0.0,2.0,8.0,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M5R,,YES,CROMWELL MANAGEMENT INC.,PRIVATE,"OUTSIDE, BACK OF BUILDING",4153237.0,NO,NO,NO,276  ST GEORGE ST ,YES,YES,1965.0,YES,FREE,11,DOUBLE PANE,1965.0,2007.0,2017.0,,,,,,,,
65223,CENTRAL AIR,Indoor recreation room,YES,YES,YES,NO,YES,Not Available,5.0,59.0,"OCT 14, 2015",,,,,ORIGINAL,YES,NO,Green Bin / Organics,YES,YES,BACK OF THE BUILDING,ORIGINAL,1992.0,HOT WATER,YES,YES,YES,YES,YES,8 AM- 9 PM,BASEMENT,NO,1.0,1.0,2.0,8.0,NO,YES,"Underground Garage , Garage accessible thru buildg",M5R,,YES,GREENWIN CORP.,SOCIAL HOUSING,BACK OF THE BUILDING,4153300.0,NO,NO,NO,155  KENDAL AVE ,YES,YES,1992.0,YES,FREE,12,DOUBLE PANE,1992.0,,2017.0,,,,,,,,
65224,NONE,,YES,YES,YES,YES,NO,Not Available,4.0,41.0,"AUG 15, 2017",,,,,ORIGINAL,YES,YES,Green Bin / Organics,YES,YES,GARBAGE AREA OUTSIDE,REPLACED,2015.0,HOT WATER,NO,YES,NO,YES,YES,8 AM TO 10 PM,BASEMENT,YES,0.0,0.0,1.0,4.0,YES,YES,"Underground Garage , Garage accessible thru buildg",M4N,,NO,,PRIVATE,GARBAGE AREA OUTSIDE,4153865.0,NO,YES,NO,5  DU MAURIER BLVD ,YES,YES,1941.0,YES,UNAVAILABLE,15,DOUBLE PANE,1941.0,,2017.0,,,,,,,,
65225,NONE,,YES,YES,YES,YES,NO,Not Available,4.0,59.0,"MAY 26, 2014",,,,UNKNOWN,REPLACED,YES,NO,Green Bin / Organics,YES,NO,BACK OF BUILDING,ORIGINAL,1963.0,ELECTRIC,NO,YES,NO,YES,YES,24 HOURS,MAIN FLOOR,NO,0.0,0.0,1.0,8.0,NO,YES,"Ground Level Garage , Carport , Surface Parking",M3M,,YES,3250 KEELE APARTMENTS INC,PRIVATE,BACK OF BUILDING,4154444.0,NO,YES,NO,3250  KEELE ST ,YES,YES,1963.0,NO,FREE,6,DOUBLE PANE,1963.0,2016.0,2017.0,,,,,,,,
65226,NONE,Child play area,YES,NO,YES,NO,NO,0 indoor parking spots and 10 outdoor parking spots,4.0,100.0,"SEP 5, 2014",PLAY STRUCTURE WITH SLIDE,,,,REPLACED,YES,NO,Green Bin / Organics,YES,YES,EAST SIDE OF BUILDING,ORIGINAL,2016.0,HOT WATER,NO,YES,NO,YES,YES,8 AM TO 10 PM,SECOND FLOOR,YES,0.0,0.0,1.0,10.0,NO,YES,Surface Parking,M3M,AS PER LEASING AGREEMENT,YES,,PRIVATE,EAST SIDE OF BUILDING,4154449.0,NO,YES,NO,24  SEELEY DR ,YES,YES,1959.0,YES,UNAVAILABLE,6,THERMAL,1959.0,2000.0,2017.0,,,,,,,,
65227,NONE,,YES,YES,YES,YES,NO,Not Available,3.0,46.0,,,,,,,,NO,Recycling bins,YES,YES,,ORIGINAL,1977.0,HOT WATER,NO,YES,NO,NO,YES,24/7,1ST FLOOR AND 3RD FLOOR,NO,0.0,2.0,0.0,6.0,NO,YES,"Ground Level Garage , Surface Parking",M3M,NONE,YES,DAVPART INC,PRIVATE,BACK OF THE BUILDING,4154452.0,NO,YES,NO,111  WHITBURN CRES ,YES,YES,1977.0,,FREE,6,DOUBLE PANE,1977.0,,2017.0,,,,,,,,
65228,NONE,,YES,YES,YES,YES,YES,Not Available,11.0,258.0,"JAN 1, 2016",,,,TOTAL,REPLACED,,NO,Recycling bins,YES,YES,,REPLACED,2014.0,HOT WATER,NO,YES,NO,NO,YES,8AM TO 10PM,BASEMENT,NO,2.0,10.0,3.0,20.0,YES,YES,"Underground Garage , Ground Level Garage , Garage accessible thru buildg , Surface Parking",M3J,,YES,,PRIVATE,BACK OF PROPERTY,4154456.0,NO,YES,NO,3390  KEELE ST ,NO,,,YES,FREE,6,SINGLE PANE,1965.0,2017.0,2017.0,,,,,,,,
65229,NONE,,YES,YES,YES,YES,NO,Not Available,9.0,61.0,"APR 27, 2015",,,,PARTIAL MECHANICAL ,REPLACED,YES,NO,Green Bin / Organics,YES,YES,WEST SIDE REAR OF BUILDING,REPLACED,1987.0,HOT WATER,NO,YES,NO,YES,YES,8 AM TO 10 PM,MAIN FLOOR,NO,0.0,0.0,1.0,6.0,NO,YES,"Underground Garage , Surface Parking",M3J,AS PER LEASING AGREEMENT,YES,,PRIVATE,WEST SIDE REAR OF BUILDING,4154461.0,NO,YES,NO,3444  KEELE ST ,YES,YES,1967.0,YES,FREE,6,THERMAL,1967.0,2007.0,2017.0,,,,,,,,
65230,NONE,,YES,YES,YES,YES,YES,Not Available,3.0,57.0,"DEC 15, 2014",,,,,ORIGINAL,YES,NO,Unknown,YES,NO,,REPLACED,2017.0,HOT WATER,NO,YES,NO,YES,YES,24/7,FIRST FLOOR,YES,57.0,1.0,1.0,8.0,NO,YES,"Underground Garage , Ground Level Garage , Surface Parking",M3J,,YES,DMS PROPERTY MANAGEMENT LTD,PRIVATE,,4154464.0,NO,NO,NO,3700  KEELE ST ,YES,YES,1967.0,NO,FREE,7,SINGLE PANE,1962.0,,2017.0,,,,,,,,
65231,NONE,Indoor recreation room,YES,YES,YES,YES,YES,Not Available,9.0,99.0,"DEC 31, 2014",,,,,REPLACED,YES,NO,Unknown,YES,YES,,ORIGINAL,1977.0,HOT WATER,YES,YES,NO,YES,YES,TBD,TBD,NO,4.0,2.0,2.0,12.0,YES,NO,,M6C,,YES,,TCHC,,4154970.0,NO,NO,NO,130  VAUGHAN RD ,YES,YES,1977.0,NO,BOTH,12,SINGLE PANE,1977.0,1999.0,2017.0,,,,,,,,
65232,NONE,,YES,YES,YES,NO,NO,0 indoor parking spots and 4 outdoor parking spots,4.0,40.0,,,,,,,,YES,Green Bin / Organics,YES,NO,OUTSIIDE,ORIGINAL,1951.0,HOT WATER,NO,YES,NO,NO,YES,7:00 AM TO 11:00PM,1ST FLOOR,YES,0.0,0.0,0.0,4.0,NO,YES,,M6C,,YES,COGIR MANAGEMENT CORPORATION,PRIVATE,OUTSIDE,4154972.0,NO,NO,NO,210  WYCHWOOD AVE ,NO,,,,UNAVAILABLE,12,SINGLE PANE,1930.0,,2017.0,,,,,,,,
65233,NONE,,YES,NO,YES,YES,YES,Not Available,7.0,143.0,"MAY 25, 2015",,,,,ORIGINAL,,NO,Recycling bins,YES,NO,,REPLACED,2007.0,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,GROUND FLOOR,NO,2.0,99.0,2.0,13.0,NO,YES,"Underground Garage , Ground Level Garage , Surface Parking",M9V,,YES,COGIR REAL ESTATE,PRIVATE,2,4155457.0,NO,NO,NO,10  GARFELLA DR ,YES,NO,2016.0,YES,FREE,1,DOUBLE PANE,1969.0,,2017.0,,,,,,,,
65234,INDIVIDUAL UNITS,Indoor recreation room,YES,YES,YES,NO,YES,6 indoor parking spots and 0 outdoor parking spots,4.0,119.0,"OCT 15, 2017",,,,,ORIGINAL,,NO,Green Bin / Organics,YES,YES,OUTSIDE PICK UP LOCATION,ORIGINAL,1989.0,HOT WATER,NO,YES,YES,NO,YES,24 HOURS,,NO,6.0,3.0,2.0,18.0,NO,YES,"Underground Garage , Garage accessible thru buildg , Surface Parking",M9V,NONE,YES,,SOCIAL HOUSING,OUTSIDE PICK UP LOCATION,4155464.0,NO,NO,NO,88  HUMBER COLLEGE BLVD ,YES,YES,1989.0,YES,FREE,1,DOUBLE PANE,1989.0,,2017.0,,,,,,,,
65235,NONE,,YES,YES,YES,NO,NO,0 indoor parking spots and 14 outdoor parking spots,4.0,28.0,,,,,,,,NO,Green Bin / Organics,YES,NO,OUTDOOR,ORIGINAL,1955.0,HOT WATER,NO,YES,NO,NO,YES,24X7,BASEMENT,NO,0.0,24.0,0.0,4.0,YES,YES,"Ground Level Garage , Surface Parking",M8V,15 LLBS,YES,AIDERBOOK MANAGEMENT INC.,PRIVATE,OUTDOOR,4155480.0,NO,YES,NO,2309  LAKE SHORE BLVD W,NO,,,,UNAVAILABLE,3,SINGLE PANE,1954.0,,2017.0,,,,,,,,
65236,NONE,,YES,NO,YES,NO,NO,Not Available,3.0,12.0,,,,,,,,NO,Green Bin / Organics,YES,NO,NORTH SIDE OF PROPERTY,REPLACED,2005.0,HOT WATER,NO,YES,NO,NO,YES,9AM-8PM,BASEMENT,YES,0.0,12.0,0.0,3.0,NO,YES,Surface Parking,M8V,,NO,571051 ONTARIO LIMITED,PRIVATE,NORTH SIDE OF PROPERTY,4155482.0,NO,YES,NO,51  STANLEY AVE ,NO,,,,UNAVAILABLE,3,DOUBLE PANE,1951.0,,2017.0,,,,,,,,
65237,NONE,,YES,YES,YES,NO,NO,Not Available,3.0,16.0,,,,,,,,NO,Green Bin / Organics,YES,NO,,ORIGINAL,1956.0,HOT WATER,NO,YES,NO,NO,YES,9AM TO 9PM,1ST FLOOR,NO,0.0,0.0,0.0,4.0,YES,YES,"Ground Level Garage , Surface Parking",M1L,,NO,EXCEL PROPERTY MANAGEMENT,PRIVATE,,4156305.0,NO,YES,NO,3218  ST CLAIR AVE E,YES,YES,1956.0,,FREE,20,SINGLE PANE,1952.0,,2017.0,,,,,,,,
65238,NONE,,YES,YES,YES,YES,NO,Not Available,3.0,14.0,,,,,,,,NO,Green Bin / Organics,YES,NO,,REPLACED,2010.0,FORCED AIR GAS,NO,YES,YES,NO,YES,9:00 AM TO 9:00 PM,ADMINISTRATION BLDG #33,NO,0.0,0.0,0.0,10.0,NO,YES,"Ground Level Garage , Surface Parking",M1B,NO EXOTIC PETS,YES,,SOCIAL HOUSING,OUTDOOR EITHER END OF COMPLEX,4156339.0,NO,NO,NO,23  DURNFORD RD ,NO,,,,FREE,25,DOUBLE PANE,1992.0,,2018.0,,,,,,,,
65239,NONE,,YES,YES,YES,NO,NO,Not Available,3.0,22.0,,,,,,,,NO,Green Bin / Organics,YES,NO,BESIDE GARBAGE/RECYCLING BINS,REPLACED,1990.0,HOT WATER,NO,YES,NO,NO,YES,8AM TO 10PM,BASEMENT LEVEL,YES,0.0,0.0,0.0,4.0,NO,YES,"Underground Garage , Surface Parking",M9A,AS PER BY-LAWS,YES,LAW PROPERTY MANAGEMENT,PRIVATE,BESIDE GARBAGE BINS,4156357.0,NO,YES,NO,314  THE KINGSWAY  ,NO,,,,UNAVAILABLE,2,DOUBLE PANE,1954.0,,2017.0,,,,,,,,
65240,NONE,Outdoor pool,YES,NO,YES,YES,NO,Not Available,13.0,178.0,"MAY 29, 2014",,,,ALL,REPLACED,,NO,Green Bin / Organics,YES,YES,BACK OF BUILDING,REPLACED,2003.0,HOT WATER,NO,YES,NO,NO,YES,24 HOURS,BASEMENT,YES,0.0,0.0,2.0,18.0,NO,YES,"Underground Garage , Surface Parking",M1T,,YES,RANEE MANAGEMENT,PRIVATE,BACK OF BUILDING,4152852.0,NO,YES,NO,2727  VICTORIA PARK AVE ,YES,YES,1972.0,NO,FREE,22,DOUBLE PANE,1972.0,2003.0,2017.0,,,,,,,,
